,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name
1597,1598,CA-2018-158876,1900-01-17T16:54:00Z,1900-01-19T16:54:00Z,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,75007,Central,OFF-PA-10000308,Office Supplies,Paper,Xerox 1901
1598,1599,CA-2018-158876,1900-01-17T16:54:00Z,1900-01-19T16:54:00Z,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,75007,Central,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors
1599,1600,CA-2018-158876,1900-01-17T16:54:00Z,1900-01-19T16:54:00Z,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,75007,Central,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670"
1600,1601,CA-2018-158876,1900-01-17T16:54:00Z,1900-01-19T16:54:00Z,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,75007,Central,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp
1601,1602,CA-2017-164672,2017-08-04T10:00:00Z,1900-01-11T16:54:00Z,Second Class,GB-14530,George Bell,Corporate,United States,Dover,Delaware,19901,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"
1602,1603,US-2017-132857,2017-11-11T10:00:00Z,1900-01-15T16:54:00Z,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Smyrna,Tennessee,37167,South,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set
1603,1604,CA-2018-116645,1900-01-28T16:54:00Z,2018-04-11T10:00:00Z,Standard Class,ME-17725,Max Engle,Consumer,United States,Newark,Delaware,19711,East,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black"
1604,1605,US-2017-115819,1900-01-17T16:54:00Z,1900-01-22T16:54:00Z,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger
1605,1606,US-2017-115819,1900-01-17T16:54:00Z,1900-01-22T16:54:00Z,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10000823,Office Supplies,Art,Newell 307
1606,1607,US-2017-115819,1900-01-17T16:54:00Z,1900-01-22T16:54:00Z,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener
1607,1608,US-2017-115819,1900-01-17T16:54:00Z,1900-01-22T16:54:00Z,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders"
1608,1609,US-2017-115819,1900-01-17T16:54:00Z,1900-01-22T16:54:00Z,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages"
1609,1610,US-2017-115819,1900-01-17T16:54:00Z,1900-01-22T16:54:00Z,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels
1610,1611,CA-2015-156349,1900-01-24T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases
1611,1612,CA-2015-156349,1900-01-24T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10000441,Technology,Phones,VTech DS6151
1612,1613,CA-2015-156349,1900-01-24T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service
1613,1614,CA-2018-138380,1900-01-19T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Oakland,California,94601,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart
1614,1615,US-2017-113509,1900-01-13T16:54:00Z,1900-01-17T16:54:00Z,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad
1615,1616,CA-2016-130022,2016-10-07T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,OFF-LA-10002787,Office Supplies,Labels,Avery 480
1616,1617,CA-2016-130022,2016-10-07T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,OFF-LA-10002043,Office Supplies,Labels,Avery 489
1617,1618,CA-2016-130022,2016-10-07T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers
1618,1619,US-2017-118780,2017-10-08T10:00:00Z,1900-01-12T16:54:00Z,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10011,East,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers
1619,1620,US-2017-118780,2017-10-08T10:00:00Z,1900-01-12T16:54:00Z,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10011,East,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
1620,1621,CA-2018-108560,2018-08-06T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"
1621,1622,CA-2018-108560,2018-08-06T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box"
1622,1623,CA-2018-108560,2018-08-06T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front"
1623,1624,CA-2018-108560,2018-08-06T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse
1624,1625,CA-2016-157084,1900-01-17T16:54:00Z,1900-01-22T16:54:00Z,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone
1625,1626,CA-2016-157084,1900-01-17T16:54:00Z,1900-01-22T16:54:00Z,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System
1626,1627,CA-2016-164539,1900-01-14T16:54:00Z,1900-01-20T16:54:00Z,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10011,East,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red"
1627,1628,CA-2016-143119,1900-01-22T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,MC-17275,Marc Crier,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair
1628,1629,CA-2018-101049,1900-01-19T16:54:00Z,1900-01-23T16:54:00Z,Second Class,AS-10240,Alan Shonely,Consumer,United States,Cleveland,Ohio,44105,East,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke"
1629,1630,CA-2018-101049,1900-01-19T16:54:00Z,1900-01-23T16:54:00Z,Second Class,AS-10240,Alan Shonely,Consumer,United States,Cleveland,Ohio,44105,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder
1630,1631,CA-2017-106530,2017-08-04T10:00:00Z,2017-08-04T10:00:00Z,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top
1631,1632,CA-2017-106530,2017-08-04T10:00:00Z,2017-08-04T10:00:00Z,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898
1632,1633,CA-2017-106530,2017-08-04T10:00:00Z,2017-08-04T10:00:00Z,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222
1633,1634,CA-2017-106530,2017-08-04T10:00:00Z,2017-08-04T10:00:00Z,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File
1634,1635,CA-2017-106530,2017-08-04T10:00:00Z,2017-08-04T10:00:00Z,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive
1635,1636,CA-2015-168984,1900-01-24T16:54:00Z,2015-02-11T10:00:00Z,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Tigard,Oregon,97224,West,OFF-PA-10001166,Office Supplies,Paper,Xerox 2
1636,1637,CA-2015-168984,1900-01-24T16:54:00Z,2015-02-11T10:00:00Z,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Tigard,Oregon,97224,West,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers
1637,1638,CA-2015-168984,1900-01-24T16:54:00Z,2015-02-11T10:00:00Z,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Tigard,Oregon,97224,West,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker
1638,1639,CA-2017-157266,1900-01-24T16:54:00Z,2017-01-05T10:00:00Z,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,20016,East,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)
1639,1640,CA-2017-157266,1900-01-24T16:54:00Z,2017-01-05T10:00:00Z,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,20016,East,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders
1640,1641,CA-2017-157266,1900-01-24T16:54:00Z,2017-01-05T10:00:00Z,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,20016,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16"""
1641,1642,CA-2017-157266,1900-01-24T16:54:00Z,2017-01-05T10:00:00Z,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,20016,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock
1642,1643,US-2015-134712,1900-01-27T16:54:00Z,2015-04-11T10:00:00Z,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Skokie,Illinois,60076,Central,OFF-FA-10003112,Office Supplies,Fasteners,Staples
1643,1644,CA-2016-111829,1900-01-17T16:54:00Z,1900-01-18T16:54:00Z,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,98115,West,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer
1644,1645,CA-2016-111829,1900-01-17T16:54:00Z,1900-01-18T16:54:00Z,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,98115,West,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier
1645,1646,CA-2016-111829,1900-01-17T16:54:00Z,1900-01-18T16:54:00Z,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,98115,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper
1646,1647,CA-2016-105221,2016-01-10T10:00:00Z,2016-03-10T10:00:00Z,First Class,VM-21685,Valerie Mitchum,Home Office,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card
1647,1648,CA-2016-105221,2016-01-10T10:00:00Z,2016-03-10T10:00:00Z,First Class,VM-21685,Valerie Mitchum,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box"
1648,1649,CA-2016-120341,1900-01-24T16:54:00Z,1900-01-27T16:54:00Z,Second Class,SF-20200,Sarah Foster,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts
1649,1650,CA-2016-120341,1900-01-24T16:54:00Z,1900-01-27T16:54:00Z,Second Class,SF-20200,Sarah Foster,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone
1650,1651,CA-2015-135699,1900-01-27T16:54:00Z,1900-01-27T16:54:00Z,Same Day,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940
1651,1652,CA-2015-135699,1900-01-27T16:54:00Z,1900-01-27T16:54:00Z,Same Day,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986
1652,1653,US-2018-132444,1900-01-16T16:54:00Z,1900-01-19T16:54:00Z,First Class,CD-12280,Christina DeMoss,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager
1653,1654,US-2018-132444,1900-01-16T16:54:00Z,1900-01-19T16:54:00Z,First Class,CD-12280,Christina DeMoss,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive
1654,1655,US-2018-132444,1900-01-16T16:54:00Z,1900-01-19T16:54:00Z,First Class,CD-12280,Christina DeMoss,Consumer,United States,Seattle,Washington,98105,West,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC
1655,1656,US-2018-132444,1900-01-16T16:54:00Z,1900-01-19T16:54:00Z,First Class,CD-12280,Christina DeMoss,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders"
1656,1657,US-2018-132444,1900-01-16T16:54:00Z,1900-01-19T16:54:00Z,First Class,CD-12280,Christina DeMoss,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus
1657,1658,CA-2015-127159,2015-12-04T10:00:00Z,1900-01-13T16:54:00Z,First Class,HL-15040,Hunter Lopez,Consumer,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back"
1658,1659,CA-2018-161809,1900-01-18T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router
1659,1660,CA-2018-127285,1900-01-28T16:54:00Z,2018-06-10T10:00:00Z,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series"
1660,1661,CA-2018-127285,1900-01-28T16:54:00Z,2018-06-10T10:00:00Z,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders
1661,1662,CA-2018-144526,1900-01-28T16:54:00Z,2018-06-04T10:00:00Z,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone
1662,1663,CA-2018-144526,1900-01-28T16:54:00Z,2018-06-04T10:00:00Z,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets
1663,1664,CA-2017-128531,1900-01-22T16:54:00Z,1900-01-24T16:54:00Z,Second Class,NS-18505,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box
1664,1665,CA-2017-128531,1900-01-22T16:54:00Z,1900-01-24T16:54:00Z,Second Class,NS-18505,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard
1665,1666,CA-2017-128531,1900-01-22T16:54:00Z,1900-01-24T16:54:00Z,Second Class,NS-18505,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins
1666,1667,CA-2017-128531,1900-01-22T16:54:00Z,1900-01-24T16:54:00Z,Second Class,NS-18505,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard
1667,1668,CA-2017-128531,1900-01-22T16:54:00Z,1900-01-24T16:54:00Z,Second Class,NS-18505,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925
1668,1669,CA-2017-128531,1900-01-22T16:54:00Z,1900-01-24T16:54:00Z,Second Class,NS-18505,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2"
1669,1670,US-2016-157154,2016-09-30T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,MM-17920,Michael Moore,Consumer,United States,New York City,New York,10011,East,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table
1670,1671,CA-2018-159457,1900-01-17T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,RD-19480,Rick Duston,Consumer,United States,Houston,Texas,77095,Central,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3
1671,1672,CA-2017-107615,1900-01-20T16:54:00Z,1900-01-23T16:54:00Z,First Class,RB-19645,Robert Barroso,Corporate,United States,North Las Vegas,Nevada,89031,West,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390
1672,1673,CA-2018-111647,2018-03-06T10:00:00Z,2018-07-06T10:00:00Z,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Plano,Texas,75023,Central,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service
1673,1674,CA-2016-150560,2016-11-11T10:00:00Z,2016-12-11T10:00:00Z,First Class,SW-20455,Shaun Weien,Consumer,United States,Suffolk,Virginia,23434,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box"
1674,1675,CA-2016-143077,1900-01-15T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock
1675,1676,CA-2016-143077,1900-01-15T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers
1676,1677,CA-2017-122728,1900-01-16T16:54:00Z,1900-01-22T16:54:00Z,Standard Class,EB-13930,Eric Barreto,Consumer,United States,San Francisco,California,94110,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts
1677,1678,CA-2017-122728,1900-01-16T16:54:00Z,1900-01-22T16:54:00Z,Standard Class,EB-13930,Eric Barreto,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)
1678,1679,CA-2015-122882,2015-07-08T10:00:00Z,1900-01-11T16:54:00Z,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit"
1679,1680,CA-2015-122882,2015-07-08T10:00:00Z,1900-01-11T16:54:00Z,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector
1680,1681,CA-2015-122882,2015-07-08T10:00:00Z,1900-01-11T16:54:00Z,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame
1681,1682,CA-2015-122882,2015-07-08T10:00:00Z,1900-01-11T16:54:00Z,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit
1682,1683,US-2017-101497,1900-01-27T16:54:00Z,2017-01-09T10:00:00Z,Second Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887
1683,1684,CA-2017-147585,2017-07-10T10:00:00Z,2017-12-10T10:00:00Z,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene"
1684,1685,CA-2018-149489,1900-01-22T16:54:00Z,1900-01-25T16:54:00Z,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets"
1685,1686,CA-2018-149489,1900-01-22T16:54:00Z,1900-01-25T16:54:00Z,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages
1686,1687,CA-2018-149489,1900-01-22T16:54:00Z,1900-01-25T16:54:00Z,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch
1687,1688,CA-2018-143798,2018-10-11T10:00:00Z,2018-12-11T10:00:00Z,First Class,AW-10840,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210
1688,1689,CA-2018-143798,2018-10-11T10:00:00Z,2018-12-11T10:00:00Z,First Class,AW-10840,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp
1689,1690,CA-2015-142839,1900-01-14T16:54:00Z,1900-01-18T16:54:00Z,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables
1690,1691,CA-2018-129833,2018-09-11T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page"
1691,1692,CA-2018-129833,2018-09-11T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders
1692,1693,US-2017-154361,1900-01-12T16:54:00Z,1900-01-17T16:54:00Z,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame
1693,1694,US-2017-158708,1900-01-24T16:54:00Z,1900-01-27T16:54:00Z,Second Class,AB-10255,Alejandro Ballentine,Home Office,United States,Plano,Texas,75023,Central,TEC-AC-10003133,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive
1694,1695,CA-2016-156335,1900-01-23T16:54:00Z,1900-01-26T16:54:00Z,Second Class,PO-19195,Phillina Ober,Home Office,United States,Bayonne,New Jersey,7002,East,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB
1695,1696,CA-2016-156335,1900-01-23T16:54:00Z,1900-01-26T16:54:00Z,Second Class,PO-19195,Phillina Ober,Home Office,United States,Bayonne,New Jersey,7002,East,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders
1696,1697,CA-2016-156335,1900-01-23T16:54:00Z,1900-01-26T16:54:00Z,Second Class,PO-19195,Phillina Ober,Home Office,United States,Bayonne,New Jersey,7002,East,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service
1697,1698,CA-2016-148376,1900-01-25T16:54:00Z,1900-01-29T16:54:00Z,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Los Angeles,California,90008,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge
1698,1699,CA-2016-148376,1900-01-25T16:54:00Z,1900-01-29T16:54:00Z,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Los Angeles,California,90008,West,OFF-LA-10002381,Office Supplies,Labels,Avery 497
1699,1700,CA-2015-135657,2015-03-05T10:00:00Z,2015-07-05T10:00:00Z,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Seattle,Washington,98115,West,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table
1700,1701,CA-2016-114069,1900-01-11T16:54:00Z,1900-01-13T16:54:00Z,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs
1701,1702,CA-2016-114069,1900-01-11T16:54:00Z,1900-01-13T16:54:00Z,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs
1702,1703,CA-2016-114069,1900-01-11T16:54:00Z,1900-01-13T16:54:00Z,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper
