Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City
691,US-2015-117135,1900-01-19T16:54:00Z,1900-01-21T16:54:00Z,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro
692,US-2015-117135,1900-01-19T16:54:00Z,1900-01-21T16:54:00Z,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro
693,CA-2016-131534,1900-01-26T16:54:00Z,2016-02-03T10:00:00Z,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles
694,CA-2016-131534,1900-01-26T16:54:00Z,2016-02-03T10:00:00Z,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles
695,CA-2016-119291,1900-01-12T16:54:00Z,1900-01-15T16:54:00Z,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester
696,CA-2016-119291,1900-01-12T16:54:00Z,1900-01-15T16:54:00Z,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester
697,CA-2016-119291,1900-01-12T16:54:00Z,1900-01-15T16:54:00Z,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester
698,CA-2016-119291,1900-01-12T16:54:00Z,1900-01-15T16:54:00Z,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester
699,CA-2016-119291,1900-01-12T16:54:00Z,1900-01-15T16:54:00Z,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester
700,CA-2016-119291,1900-01-12T16:54:00Z,1900-01-15T16:54:00Z,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester
701,CA-2016-119291,1900-01-12T16:54:00Z,1900-01-15T16:54:00Z,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester
702,CA-2018-114552,2018-02-08T10:00:00Z,2018-08-08T10:00:00Z,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Cleveland
703,CA-2017-163755,2017-04-10T10:00:00Z,2017-08-10T10:00:00Z,Second Class,AS-10285,Alejandro Savely,Corporate,United States,Seattle
704,CA-2016-142027,2016-09-03T10:00:00Z,1900-01-12T16:54:00Z,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,Long Beach
705,CA-2015-138527,2015-12-08T10:00:00Z,1900-01-15T16:54:00Z,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary
706,CA-2015-138527,2015-12-08T10:00:00Z,1900-01-15T16:54:00Z,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary
707,CA-2015-138527,2015-12-08T10:00:00Z,1900-01-15T16:54:00Z,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary
708,CA-2015-112158,2015-02-11T10:00:00Z,2015-04-11T10:00:00Z,First Class,DP-13165,David Philippe,Consumer,United States,New York City
709,CA-2015-112158,2015-02-11T10:00:00Z,2015-04-11T10:00:00Z,First Class,DP-13165,David Philippe,Consumer,United States,New York City
710,CA-2015-112158,2015-02-11T10:00:00Z,2015-04-11T10:00:00Z,First Class,DP-13165,David Philippe,Consumer,United States,New York City
711,CA-2015-113887,2015-05-03T10:00:00Z,2015-07-03T10:00:00Z,First Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City
712,CA-2018-146136,2018-03-08T10:00:00Z,2018-07-08T10:00:00Z,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Palm Coast
713,US-2018-100048,1900-01-17T16:54:00Z,1900-01-22T16:54:00Z,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon
714,US-2018-100048,1900-01-17T16:54:00Z,1900-01-22T16:54:00Z,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon
715,US-2018-100048,1900-01-17T16:54:00Z,1900-01-22T16:54:00Z,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon
716,CA-2015-153150,2015-01-06T10:00:00Z,2015-06-06T10:00:00Z,Second Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle
717,CA-2015-130092,2015-10-31T10:00:00Z,1900-01-12T16:54:00Z,First Class,SV-20365,Seth Vernon,Consumer,United States,Dover
718,CA-2018-108910,1900-01-22T16:54:00Z,1900-01-27T16:54:00Z,Standard Class,KC-16540,Kelly Collister,Consumer,United States,Newark
719,CA-2015-104472,2015-02-05T10:00:00Z,2015-07-05T10:00:00Z,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem
720,CA-2015-104472,2015-02-05T10:00:00Z,2015-07-05T10:00:00Z,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem
721,CA-2017-112942,1900-01-11T16:54:00Z,1900-01-16T16:54:00Z,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Los Angeles
722,CA-2017-142335,1900-01-13T16:54:00Z,1900-01-17T16:54:00Z,Standard Class,MP-17965,Michael Paige,Corporate,United States,Detroit
723,CA-2017-142335,1900-01-13T16:54:00Z,1900-01-17T16:54:00Z,Standard Class,MP-17965,Michael Paige,Corporate,United States,Detroit
724,CA-2015-117429,2015-07-09T10:00:00Z,1900-01-11T16:54:00Z,Standard Class,MR-17545,Mathew Reese,Home Office,United States,Philadelphia
725,CA-2017-114713,2017-07-06T10:00:00Z,2017-12-06T10:00:00Z,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Hialeah
726,CA-2018-144113,1900-01-14T16:54:00Z,1900-01-18T16:54:00Z,Standard Class,JF-15355,Jay Fein,Consumer,United States,Austin
727,CA-2018-144113,1900-01-14T16:54:00Z,1900-01-18T16:54:00Z,Standard Class,JF-15355,Jay Fein,Consumer,United States,Austin
728,US-2017-150861,2017-03-11T10:00:00Z,2017-06-11T10:00:00Z,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside
729,US-2017-150861,2017-03-11T10:00:00Z,2017-06-11T10:00:00Z,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside
730,US-2017-150861,2017-03-11T10:00:00Z,2017-06-11T10:00:00Z,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside
731,US-2017-150861,2017-03-11T10:00:00Z,2017-06-11T10:00:00Z,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside
732,US-2017-150861,2017-03-11T10:00:00Z,2017-06-11T10:00:00Z,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside
733,CA-2018-131954,1900-01-19T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle
734,CA-2018-131954,1900-01-19T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle
735,CA-2018-131954,1900-01-19T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle
736,CA-2018-131954,1900-01-19T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle
737,CA-2018-131954,1900-01-19T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle
738,CA-2018-131954,1900-01-19T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle
739,CA-2015-132500,2015-08-08T10:00:00Z,2015-12-08T10:00:00Z,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,San Francisco
740,CA-2015-112326,2015-03-31T10:00:00Z,2015-07-31T10:00:00Z,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville
741,CA-2015-112326,2015-03-31T10:00:00Z,2015-07-31T10:00:00Z,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville
742,CA-2015-112326,2015-03-31T10:00:00Z,2015-07-31T10:00:00Z,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville
743,US-2017-146710,1900-01-25T16:54:00Z,2017-01-08T10:00:00Z,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas
744,US-2017-146710,1900-01-25T16:54:00Z,2017-01-08T10:00:00Z,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas
745,US-2017-146710,1900-01-25T16:54:00Z,2017-01-08T10:00:00Z,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas
746,US-2017-146710,1900-01-25T16:54:00Z,2017-01-08T10:00:00Z,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas
747,CA-2015-124429,1900-01-25T16:54:00Z,1900-01-25T16:54:00Z,Same Day,MH-17785,Maya Herman,Corporate,United States,San Diego
748,CA-2015-124429,1900-01-25T16:54:00Z,1900-01-25T16:54:00Z,Same Day,MH-17785,Maya Herman,Corporate,United States,San Diego
749,CA-2017-150889,1900-01-18T16:54:00Z,1900-01-20T16:54:00Z,Second Class,PB-19105,Peter Bühler,Consumer,United States,Evanston
750,CA-2018-126074,2018-02-09T10:00:00Z,2018-06-09T10:00:00Z,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton
751,CA-2018-126074,2018-02-09T10:00:00Z,2018-06-09T10:00:00Z,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton
752,CA-2018-126074,2018-02-09T10:00:00Z,2018-06-09T10:00:00Z,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton
753,CA-2018-126074,2018-02-09T10:00:00Z,2018-06-09T10:00:00Z,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton
754,CA-2017-110499,2017-07-03T10:00:00Z,2017-09-03T10:00:00Z,First Class,YC-21895,Yoseph Carroll,Corporate,United States,San Francisco
755,CA-2016-135272,2016-07-11T10:00:00Z,2016-12-11T10:00:00Z,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Los Angeles
756,CA-2017-140928,1900-01-16T16:54:00Z,1900-01-20T16:54:00Z,Standard Class,NB-18655,Nona Balk,Corporate,United States,Jacksonville
757,CA-2015-106803,1900-01-27T16:54:00Z,2016-01-31T10:00:00Z,Standard Class,DC-13285,Debra Catini,Consumer,United States,Cottage Grove
758,CA-2015-106803,1900-01-27T16:54:00Z,2016-01-31T10:00:00Z,Standard Class,DC-13285,Debra Catini,Consumer,United States,Cottage Grove
759,CA-2018-117240,1900-01-21T16:54:00Z,1900-01-26T16:54:00Z,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City
760,CA-2018-133333,1900-01-16T16:54:00Z,1900-01-20T16:54:00Z,Standard Class,BF-11020,Barry Französisch,Corporate,United States,Green Bay
761,CA-2016-112319,1900-01-29T16:54:00Z,2016-05-08T10:00:00Z,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Los Angeles
762,CA-2018-126046,2018-03-10T10:00:00Z,2018-07-10T10:00:00Z,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Atlanta
763,CA-2016-114923,2016-08-01T10:00:00Z,1900-01-11T16:54:00Z,Standard Class,LH-17020,Lisa Hazard,Consumer,United States,Columbus
764,CA-2015-162775,1900-01-11T16:54:00Z,1900-01-13T16:54:00Z,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City
765,CA-2015-162775,1900-01-11T16:54:00Z,1900-01-13T16:54:00Z,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City
766,CA-2015-162775,1900-01-11T16:54:00Z,1900-01-13T16:54:00Z,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City
767,CA-2015-162775,1900-01-11T16:54:00Z,1900-01-13T16:54:00Z,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City
768,CA-2015-162775,1900-01-11T16:54:00Z,1900-01-13T16:54:00Z,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City
769,CA-2015-106810,1900-01-12T16:54:00Z,1900-01-18T16:54:00Z,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Saint Petersburg
770,CA-2017-157245,1900-01-17T16:54:00Z,1900-01-22T16:54:00Z,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Arlington
771,CA-2018-104220,1900-01-28T16:54:00Z,2018-05-01T10:00:00Z,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines
772,CA-2018-104220,1900-01-28T16:54:00Z,2018-05-01T10:00:00Z,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines
773,CA-2018-104220,1900-01-28T16:54:00Z,2018-05-01T10:00:00Z,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines
774,CA-2018-104220,1900-01-28T16:54:00Z,2018-05-01T10:00:00Z,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines
775,CA-2018-104220,1900-01-28T16:54:00Z,2018-05-01T10:00:00Z,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines
776,CA-2018-104220,1900-01-28T16:54:00Z,2018-05-01T10:00:00Z,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines
777,CA-2015-165974,1900-01-27T16:54:00Z,2015-06-06T10:00:00Z,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Cincinnati
778,CA-2016-144267,1900-01-19T16:54:00Z,1900-01-21T16:54:00Z,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco
779,CA-2016-144267,1900-01-19T16:54:00Z,1900-01-21T16:54:00Z,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco
780,CA-2016-144267,1900-01-19T16:54:00Z,1900-01-21T16:54:00Z,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco
781,CA-2016-144267,1900-01-19T16:54:00Z,1900-01-21T16:54:00Z,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco
782,US-2016-157014,2016-03-09T10:00:00Z,2016-06-09T10:00:00Z,Second Class,BM-11785,Bryan Mills,Consumer,United States,Columbus
783,US-2016-157014,2016-03-09T10:00:00Z,2016-06-09T10:00:00Z,Second Class,BM-11785,Bryan Mills,Consumer,United States,Columbus
784,US-2016-157014,2016-03-09T10:00:00Z,2016-06-09T10:00:00Z,Second Class,BM-11785,Bryan Mills,Consumer,United States,Columbus
785,US-2016-157014,2016-03-09T10:00:00Z,2016-06-09T10:00:00Z,Second Class,BM-11785,Bryan Mills,Consumer,United States,Columbus
786,CA-2016-154921,1900-01-21T16:54:00Z,1900-01-26T16:54:00Z,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbia
787,CA-2018-129567,1900-01-15T16:54:00Z,1900-01-19T16:54:00Z,Second Class,CL-12565,Clay Ludtke,Consumer,United States,Lancaster
788,CA-2016-154620,2016-12-11T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Lancaster
789,CA-2016-115938,1900-01-24T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond
790,CA-2016-115938,1900-01-24T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond
791,CA-2016-115938,1900-01-24T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond
792,CA-2016-115938,1900-01-24T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond
793,CA-2017-105256,1900-01-18T16:54:00Z,1900-01-18T16:54:00Z,Same Day,JK-15730,Joe Kamberova,Consumer,United States,Asheville
794,CA-2015-156433,1900-01-18T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,ES-14020,Erica Smith,Consumer,United States,San Francisco
795,CA-2015-156433,1900-01-18T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,ES-14020,Erica Smith,Consumer,United States,San Francisco
796,CA-2018-151428,1900-01-19T16:54:00Z,1900-01-24T16:54:00Z,Standard Class,RH-19495,Rick Hansen,Consumer,United States,Rochester
797,CA-2016-124653,1900-01-22T16:54:00Z,1900-01-24T16:54:00Z,First Class,DB-13120,David Bremer,Corporate,United States,Rochester
798,CA-2016-124653,1900-01-22T16:54:00Z,1900-01-24T16:54:00Z,First Class,DB-13120,David Bremer,Corporate,United States,Rochester
799,CA-2016-124653,1900-01-22T16:54:00Z,1900-01-24T16:54:00Z,First Class,DB-13120,David Bremer,Corporate,United States,Rochester
800,CA-2016-101910,1900-01-25T16:54:00Z,2016-03-11T10:00:00Z,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Lake Elsinore
801,CA-2018-105809,1900-01-18T16:54:00Z,1900-01-21T16:54:00Z,First Class,HW-14935,Helen Wasserman,Corporate,United States,San Diego
802,CA-2018-105809,1900-01-18T16:54:00Z,1900-01-21T16:54:00Z,First Class,HW-14935,Helen Wasserman,Corporate,United States,San Diego
803,CA-2017-136133,1900-01-16T16:54:00Z,1900-01-21T16:54:00Z,Second Class,HW-14935,Helen Wasserman,Corporate,United States,New York City
804,CA-2017-115504,2017-12-02T10:00:00Z,1900-01-15T16:54:00Z,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Monroe
805,CA-2018-135783,1900-01-20T16:54:00Z,1900-01-22T16:54:00Z,First Class,GM-14440,Gary McGarr,Consumer,United States,San Francisco
806,CA-2015-134313,2015-01-10T10:00:00Z,2015-07-10T10:00:00Z,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Denver
807,CA-2015-134313,2015-01-10T10:00:00Z,2015-07-10T10:00:00Z,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Denver
808,CA-2016-140921,2016-03-01T10:00:00Z,2016-05-01T10:00:00Z,First Class,AA-10375,Allen Armold,Consumer,United States,Omaha
809,CA-2016-140921,2016-03-01T10:00:00Z,2016-05-01T10:00:00Z,First Class,AA-10375,Allen Armold,Consumer,United States,Omaha
810,CA-2015-151995,1900-01-11T16:54:00Z,1900-01-13T16:54:00Z,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds
811,CA-2015-151995,1900-01-11T16:54:00Z,1900-01-13T16:54:00Z,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds
812,CA-2015-151995,1900-01-11T16:54:00Z,1900-01-13T16:54:00Z,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds
813,CA-2015-151995,1900-01-11T16:54:00Z,1900-01-13T16:54:00Z,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds
814,CA-2018-143686,1900-01-12T16:54:00Z,1900-01-12T16:54:00Z,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana
815,CA-2018-143686,1900-01-12T16:54:00Z,1900-01-12T16:54:00Z,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana
816,CA-2016-106565,1900-01-18T16:54:00Z,1900-01-21T16:54:00Z,First Class,BW-11110,Bart Watters,Corporate,United States,Milwaukee
817,CA-2017-149370,1900-01-13T16:54:00Z,1900-01-17T16:54:00Z,Standard Class,DB-13210,Dean Braden,Consumer,United States,Philadelphia
818,CA-2015-140858,1900-01-26T16:54:00Z,2015-02-06T10:00:00Z,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia
819,CA-2015-140858,1900-01-26T16:54:00Z,2015-02-06T10:00:00Z,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia
820,CA-2015-140858,1900-01-26T16:54:00Z,2015-02-06T10:00:00Z,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia
821,CA-2015-140858,1900-01-26T16:54:00Z,2015-02-06T10:00:00Z,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia
822,CA-2015-140858,1900-01-26T16:54:00Z,2015-02-06T10:00:00Z,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia
823,CA-2018-101434,1900-01-18T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Belleville
824,CA-2018-101434,1900-01-18T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Belleville
825,US-2015-102071,2015-09-04T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco
826,US-2015-102071,2015-09-04T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco
827,CA-2018-126956,1900-01-19T16:54:00Z,1900-01-26T16:54:00Z,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville
828,CA-2018-126956,1900-01-19T16:54:00Z,1900-01-26T16:54:00Z,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville
829,CA-2018-126956,1900-01-19T16:54:00Z,1900-01-26T16:54:00Z,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville
830,CA-2018-129462,1900-01-14T16:54:00Z,1900-01-19T16:54:00Z,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence
831,CA-2018-129462,1900-01-14T16:54:00Z,1900-01-19T16:54:00Z,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence
832,CA-2018-129462,1900-01-14T16:54:00Z,1900-01-19T16:54:00Z,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence
833,CA-2018-129462,1900-01-14T16:54:00Z,1900-01-19T16:54:00Z,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence
834,CA-2017-165316,1900-01-21T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa
835,CA-2017-165316,1900-01-21T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa
836,CA-2017-165316,1900-01-21T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa
837,US-2015-115987,2015-08-08T10:00:00Z,1900-01-11T16:54:00Z,Second Class,LH-17020,Lisa Hazard,Consumer,United States,Tyler
838,US-2018-156083,2018-04-10T10:00:00Z,2018-11-10T10:00:00Z,Standard Class,JL-15175,James Lanier,Home Office,United States,Columbia
839,US-2017-137547,2017-07-02T10:00:00Z,2017-12-02T10:00:00Z,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Fort Worth
840,CA-2016-100454,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,BM-11650,Brian Moss,Corporate,United States,New York City
841,CA-2016-100454,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,BM-11650,Brian Moss,Corporate,United States,New York City
842,CA-2016-100454,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,BM-11650,Brian Moss,Corporate,United States,New York City
843,CA-2017-161669,2017-07-10T10:00:00Z,2017-09-10T10:00:00Z,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles
844,CA-2017-161669,2017-07-10T10:00:00Z,2017-09-10T10:00:00Z,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles
845,CA-2017-161669,2017-07-10T10:00:00Z,2017-09-10T10:00:00Z,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles
846,CA-2017-161669,2017-07-10T10:00:00Z,2017-09-10T10:00:00Z,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles
847,CA-2016-114300,1900-01-11T16:54:00Z,1900-01-15T16:54:00Z,Standard Class,AF-10885,Art Foster,Consumer,United States,Louisville
848,CA-2016-114300,1900-01-11T16:54:00Z,1900-01-15T16:54:00Z,Standard Class,AF-10885,Art Foster,Consumer,United States,Louisville
849,CA-2018-107503,2017-12-31T10:00:00Z,2018-05-31T10:00:00Z,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Lorain
850,CA-2015-107755,2015-07-01T10:00:00Z,2015-12-01T10:00:00Z,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Linden
851,CA-2017-152534,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Second Class,DP-13105,Dave Poirier,Corporate,United States,Salinas
852,CA-2017-152534,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Second Class,DP-13105,Dave Poirier,Corporate,United States,Salinas
853,CA-2017-113747,1900-01-26T16:54:00Z,2017-04-05T10:00:00Z,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Jackson
854,CA-2017-123274,1900-01-17T16:54:00Z,1900-01-22T16:54:00Z,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City
855,CA-2017-123274,1900-01-17T16:54:00Z,1900-01-22T16:54:00Z,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City
856,CA-2015-125612,2015-03-07T10:00:00Z,2015-08-07T10:00:00Z,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City
857,CA-2015-125612,2015-03-07T10:00:00Z,2015-08-07T10:00:00Z,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City
858,CA-2015-125612,2015-03-07T10:00:00Z,2015-08-07T10:00:00Z,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City
859,CA-2018-161984,2018-10-03T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick
860,CA-2018-161984,2018-10-03T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick
861,CA-2015-133851,2015-09-05T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,CM-12445,Chuck Magee,Consumer,United States,San Francisco
862,CA-2015-133851,2015-09-05T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,CM-12445,Chuck Magee,Consumer,United States,San Francisco
863,CA-2017-134474,2017-04-30T10:00:00Z,2017-06-30T10:00:00Z,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville
864,CA-2017-134474,2017-04-30T10:00:00Z,2017-06-30T10:00:00Z,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville
865,CA-2017-134474,2017-04-30T10:00:00Z,2017-06-30T10:00:00Z,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville
866,CA-2015-149020,2015-09-30T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield
867,CA-2015-149020,2015-09-30T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield
868,CA-2017-134362,1900-01-27T16:54:00Z,2017-02-09T10:00:00Z,First Class,LS-16945,Linda Southworth,Corporate,United States,Philadelphia
869,CA-2015-136742,2015-06-03T10:00:00Z,2015-10-03T10:00:00Z,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Lancaster
870,CA-2017-158099,2017-03-08T10:00:00Z,2017-05-08T10:00:00Z,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia
871,CA-2017-158099,2017-03-08T10:00:00Z,2017-05-08T10:00:00Z,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia
872,CA-2016-131128,1900-01-17T16:54:00Z,1900-01-18T16:54:00Z,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Concord
873,CA-2015-148488,2015-10-11T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,SM-20005,Sally Matthias,Consumer,United States,New York City
874,CA-2015-148488,2015-10-11T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,SM-20005,Sally Matthias,Consumer,United States,New York City
875,CA-2018-114636,1900-01-23T16:54:00Z,1900-01-27T16:54:00Z,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Charlotte
876,CA-2017-116736,1900-01-15T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord
877,CA-2017-116736,1900-01-15T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord
