,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name
2303,2304,CA-2018-157931,1900-01-15T16:54:00Z,1900-01-20T16:54:00Z,Second Class,MO-17800,Meg O'Connel
2304,2305,CA-2018-157931,1900-01-15T16:54:00Z,1900-01-20T16:54:00Z,Second Class,MO-17800,Meg O'Connel
2305,2306,CA-2017-115574,1900-01-21T16:54:00Z,1900-01-22T16:54:00Z,First Class,BP-11185,Ben Peterman
2306,2307,CA-2016-160794,2016-06-07T10:00:00Z,2016-08-07T10:00:00Z,First Class,MS-17980,Michael Stewart
2307,2308,CA-2018-116225,2018-05-10T10:00:00Z,2018-09-10T10:00:00Z,Standard Class,SV-20935,Susan Vittorini
2308,2309,US-2018-120418,2018-11-05T10:00:00Z,2018-12-05T10:00:00Z,First Class,BC-11125,Becky Castell
2309,2310,US-2018-120418,2018-11-05T10:00:00Z,2018-12-05T10:00:00Z,First Class,BC-11125,Becky Castell
2310,2311,US-2018-120418,2018-11-05T10:00:00Z,2018-12-05T10:00:00Z,First Class,BC-11125,Becky Castell
2311,2312,US-2018-120418,2018-11-05T10:00:00Z,2018-12-05T10:00:00Z,First Class,BC-11125,Becky Castell
2312,2313,US-2018-120418,2018-11-05T10:00:00Z,2018-12-05T10:00:00Z,First Class,BC-11125,Becky Castell
2313,2314,CA-2018-122035,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,EM-13825,Elizabeth Moffitt
2314,2315,CA-2018-122035,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,EM-13825,Elizabeth Moffitt
2315,2316,CA-2018-122035,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,EM-13825,Elizabeth Moffitt
2316,2317,CA-2018-122035,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,EM-13825,Elizabeth Moffitt
2317,2318,CA-2018-122035,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,EM-13825,Elizabeth Moffitt
2318,2319,CA-2018-122035,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,EM-13825,Elizabeth Moffitt
2319,2320,CA-2016-117828,1900-01-21T16:54:00Z,1900-01-24T16:54:00Z,First Class,BD-11500,Bradley Drucker
2320,2321,CA-2018-165491,1900-01-18T16:54:00Z,1900-01-22T16:54:00Z,Standard Class,HW-14935,Helen Wasserman
2321,2322,CA-2016-109470,1900-01-29T16:54:00Z,2017-02-28T10:00:00Z,Second Class,KC-16255,Karen Carlisle
2322,2323,CA-2016-109470,1900-01-29T16:54:00Z,2017-02-28T10:00:00Z,Second Class,KC-16255,Karen Carlisle
2323,2324,CA-2016-109470,1900-01-29T16:54:00Z,2017-02-28T10:00:00Z,Second Class,KC-16255,Karen Carlisle
2324,2325,CA-2016-109470,1900-01-29T16:54:00Z,2017-02-28T10:00:00Z,Second Class,KC-16255,Karen Carlisle
2325,2326,CA-2016-105102,1900-01-13T16:54:00Z,1900-01-17T16:54:00Z,Second Class,BM-11575,Brendan Murry
2326,2327,CA-2016-105102,1900-01-13T16:54:00Z,1900-01-17T16:54:00Z,Second Class,BM-11575,Brendan Murry
2327,2328,CA-2016-105102,1900-01-13T16:54:00Z,1900-01-17T16:54:00Z,Second Class,BM-11575,Brendan Murry
2328,2329,CA-2018-138422,1900-01-21T16:54:00Z,1900-01-24T16:54:00Z,First Class,KN-16705,Kristina Nunn
2329,2330,US-2016-147739,1900-01-23T16:54:00Z,1900-01-27T16:54:00Z,Standard Class,JD-16150,Justin Deggeller
2330,2331,CA-2017-155187,1900-01-22T16:54:00Z,1900-01-24T16:54:00Z,Second Class,LA-16780,Laura Armstrong
2331,2332,CA-2017-155187,1900-01-22T16:54:00Z,1900-01-24T16:54:00Z,Second Class,LA-16780,Laura Armstrong
2332,2333,CA-2018-169285,1900-01-19T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,RW-19690,Robert Waldorf
2333,2334,CA-2018-169285,1900-01-19T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,RW-19690,Robert Waldorf
2334,2335,CA-2015-140886,1900-01-28T16:54:00Z,2015-04-09T10:00:00Z,Standard Class,KW-16570,Kelly Williams
2335,2336,CA-2018-152695,2018-10-11T10:00:00Z,2018-10-11T10:00:00Z,Same Day,CC-12220,Chris Cortes
2336,2337,CA-2018-152695,2018-10-11T10:00:00Z,2018-10-11T10:00:00Z,Same Day,CC-12220,Chris Cortes
2337,2338,CA-2015-110639,1900-01-21T16:54:00Z,1900-01-21T16:54:00Z,Same Day,RH-19495,Rick Hansen
2338,2339,CA-2015-110639,1900-01-21T16:54:00Z,1900-01-21T16:54:00Z,Same Day,RH-19495,Rick Hansen
2339,2340,CA-2015-121727,1900-01-17T16:54:00Z,1900-01-22T16:54:00Z,Standard Class,JK-15625,Jim Karlsson
2340,2341,CA-2017-137736,2017-10-10T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,DC-13285,Debra Catini
2341,2342,US-2015-143231,1900-01-29T16:54:00Z,2016-02-29T10:00:00Z,First Class,GM-14455,Gary Mitchum
2342,2343,US-2015-143231,1900-01-29T16:54:00Z,2016-02-29T10:00:00Z,First Class,GM-14455,Gary Mitchum
2343,2344,US-2015-155894,1900-01-24T16:54:00Z,1900-01-28T16:54:00Z,Second Class,CL-11890,Carl Ludwig
2344,2345,CA-2017-119025,1900-01-20T16:54:00Z,1900-01-26T16:54:00Z,Standard Class,PV-18985,Paul Van Hugh
2345,2346,CA-2017-159373,1900-01-11T16:54:00Z,1900-01-16T16:54:00Z,Standard Class,LT-17110,Liz Thompson
2346,2347,CA-2017-159373,1900-01-11T16:54:00Z,1900-01-16T16:54:00Z,Standard Class,LT-17110,Liz Thompson
2347,2348,CA-2017-159373,1900-01-11T16:54:00Z,1900-01-16T16:54:00Z,Standard Class,LT-17110,Liz Thompson
2348,2349,CA-2018-109701,2018-02-11T10:00:00Z,2018-03-11T10:00:00Z,Same Day,AM-10360,Alice McCarthy
2349,2350,CA-2018-109701,2018-02-11T10:00:00Z,2018-03-11T10:00:00Z,Same Day,AM-10360,Alice McCarthy
2350,2351,CA-2018-109701,2018-02-11T10:00:00Z,2018-03-11T10:00:00Z,Same Day,AM-10360,Alice McCarthy
2351,2352,CA-2018-109701,2018-02-11T10:00:00Z,2018-03-11T10:00:00Z,Same Day,AM-10360,Alice McCarthy
2352,2353,CA-2018-109701,2018-02-11T10:00:00Z,2018-03-11T10:00:00Z,Same Day,AM-10360,Alice McCarthy
2353,2354,CA-2016-111514,1900-01-29T16:54:00Z,2016-02-08T10:00:00Z,First Class,SC-20260,Scott Cohen
2354,2355,CA-2016-111514,1900-01-29T16:54:00Z,2016-02-08T10:00:00Z,First Class,SC-20260,Scott Cohen
2355,2356,CA-2016-111514,1900-01-29T16:54:00Z,2016-02-08T10:00:00Z,First Class,SC-20260,Scott Cohen
2356,2357,CA-2016-111514,1900-01-29T16:54:00Z,2016-02-08T10:00:00Z,First Class,SC-20260,Scott Cohen
2357,2358,US-2015-148838,1900-01-15T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,CP-12340,Christine Phan
2358,2359,US-2015-148838,1900-01-15T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,CP-12340,Christine Phan
2359,2360,US-2015-148838,1900-01-15T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,CP-12340,Christine Phan
2360,2361,US-2015-148838,1900-01-15T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,CP-12340,Christine Phan
2361,2362,US-2015-148838,1900-01-15T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,CP-12340,Christine Phan
2362,2363,CA-2018-136497,1900-01-14T16:54:00Z,1900-01-18T16:54:00Z,Standard Class,RF-19840,Roy Französisch
2363,2364,US-2017-108637,1900-01-11T16:54:00Z,1900-01-16T16:54:00Z,Standard Class,AB-10060,Adam Bellavance
2364,2365,US-2017-108637,1900-01-11T16:54:00Z,1900-01-16T16:54:00Z,Standard Class,AB-10060,Adam Bellavance
2365,2366,US-2017-108637,1900-01-11T16:54:00Z,1900-01-16T16:54:00Z,Standard Class,AB-10060,Adam Bellavance
2366,2367,CA-2015-102295,1900-01-22T16:54:00Z,1900-01-24T16:54:00Z,Second Class,EH-13990,Erica Hackney
2367,2368,CA-2018-123659,2018-10-01T10:00:00Z,1900-01-11T16:54:00Z,First Class,MN-17935,Michael Nguyen
2368,2369,US-2017-129469,1900-01-21T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,KL-16555,Kelly Lampkin
2369,2370,US-2017-129469,1900-01-21T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,KL-16555,Kelly Lampkin
2370,2371,CA-2018-155152,2018-07-06T10:00:00Z,2018-09-06T10:00:00Z,Second Class,MP-17965,Michael Paige
2371,2372,CA-2017-159940,2017-07-06T10:00:00Z,2017-11-06T10:00:00Z,Second Class,BF-11020,Barry Französisch
2372,2373,CA-2017-159940,2017-07-06T10:00:00Z,2017-11-06T10:00:00Z,Second Class,BF-11020,Barry Französisch
2373,2374,CA-2017-159940,2017-07-06T10:00:00Z,2017-11-06T10:00:00Z,Second Class,BF-11020,Barry Französisch
2374,2375,CA-2017-159940,2017-07-06T10:00:00Z,2017-11-06T10:00:00Z,Second Class,BF-11020,Barry Französisch
2375,2376,CA-2018-119669,1900-01-22T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,TP-21130,Theone Pippenger
2376,2377,US-2015-164616,1900-01-17T16:54:00Z,1900-01-19T16:54:00Z,Second Class,MS-17770,Maxwell Schwartz
2377,2378,US-2015-164616,1900-01-17T16:54:00Z,1900-01-19T16:54:00Z,Second Class,MS-17770,Maxwell Schwartz
2378,2379,CA-2016-148628,2016-06-11T10:00:00Z,2016-11-11T10:00:00Z,Standard Class,KM-16375,Katherine Murray
2379,2380,CA-2017-118052,2017-06-04T10:00:00Z,2017-10-04T10:00:00Z,Standard Class,BE-11455,Brad Eason
2380,2381,CA-2017-118052,2017-06-04T10:00:00Z,2017-10-04T10:00:00Z,Standard Class,BE-11455,Brad Eason
2381,2382,CA-2017-118052,2017-06-04T10:00:00Z,2017-10-04T10:00:00Z,Standard Class,BE-11455,Brad Eason
2382,2383,US-2018-117534,1900-01-23T16:54:00Z,1900-01-24T16:54:00Z,First Class,CV-12295,Christina VanderZanden
2383,2384,US-2018-117534,1900-01-23T16:54:00Z,1900-01-24T16:54:00Z,First Class,CV-12295,Christina VanderZanden
2384,2385,US-2018-117534,1900-01-23T16:54:00Z,1900-01-24T16:54:00Z,First Class,CV-12295,Christina VanderZanden
2385,2386,US-2018-117534,1900-01-23T16:54:00Z,1900-01-24T16:54:00Z,First Class,CV-12295,Christina VanderZanden
2386,2387,US-2018-117534,1900-01-23T16:54:00Z,1900-01-24T16:54:00Z,First Class,CV-12295,Christina VanderZanden
2387,2388,CA-2016-145065,2016-12-11T10:00:00Z,1900-01-13T16:54:00Z,First Class,DK-13375,Dennis Kane
2388,2389,CA-2016-145065,2016-12-11T10:00:00Z,1900-01-13T16:54:00Z,First Class,DK-13375,Dennis Kane
2389,2390,US-2016-127040,2016-06-11T10:00:00Z,2016-10-11T10:00:00Z,Standard Class,SG-20605,Speros Goranitis
2390,2391,US-2016-127040,2016-06-11T10:00:00Z,2016-10-11T10:00:00Z,Standard Class,SG-20605,Speros Goranitis
2391,2392,US-2016-127040,2016-06-11T10:00:00Z,2016-10-11T10:00:00Z,Standard Class,SG-20605,Speros Goranitis
2392,2393,US-2016-127040,2016-06-11T10:00:00Z,2016-10-11T10:00:00Z,Standard Class,SG-20605,Speros Goranitis
2393,2394,CA-2017-128111,1900-01-15T16:54:00Z,1900-01-21T16:54:00Z,Standard Class,CS-12355,Christine Sundaresam
2394,2395,CA-2016-137897,1900-01-12T16:54:00Z,1900-01-17T16:54:00Z,Standard Class,PJ-18835,Patrick Jones
2395,2396,CA-2016-137897,1900-01-12T16:54:00Z,1900-01-17T16:54:00Z,Standard Class,PJ-18835,Patrick Jones
2396,2397,CA-2016-137897,1900-01-12T16:54:00Z,1900-01-17T16:54:00Z,Standard Class,PJ-18835,Patrick Jones
2397,2398,CA-2018-169264,1900-01-12T16:54:00Z,1900-01-14T16:54:00Z,Second Class,NP-18700,Nora Preis
2398,2399,CA-2018-169264,1900-01-12T16:54:00Z,1900-01-14T16:54:00Z,Second Class,NP-18700,Nora Preis
2399,2400,CA-2018-147361,2018-09-08T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,SB-20290,Sean Braxton
2400,2401,CA-2018-147361,2018-09-08T10:00:00Z,1900-01-13T16:54:00Z,Standard Class,SB-20290,Sean Braxton
2401,2402,CA-2018-145877,2018-01-03T10:00:00Z,2018-04-03T10:00:00Z,Second Class,AS-10090,Adam Shillingsburg
2402,2403,CA-2018-145877,2018-01-03T10:00:00Z,2018-04-03T10:00:00Z,Second Class,AS-10090,Adam Shillingsburg
2403,2404,US-2017-110170,1900-01-25T16:54:00Z,2017-03-09T10:00:00Z,Standard Class,HM-14860,Harry Marie
2404,2405,CA-2018-108574,2018-07-09T10:00:00Z,2018-11-09T10:00:00Z,Standard Class,MG-18145,Mike Gockenbach
2405,2406,CA-2018-108574,2018-07-09T10:00:00Z,2018-11-09T10:00:00Z,Standard Class,MG-18145,Mike Gockenbach
2406,2407,CA-2018-108574,2018-07-09T10:00:00Z,2018-11-09T10:00:00Z,Standard Class,MG-18145,Mike Gockenbach
2407,2408,CA-2018-144589,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,TM-21010,Tamara Manning
2408,2409,CA-2018-144589,1900-01-18T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,TM-21010,Tamara Manning
2409,2410,CA-2018-155985,1900-01-21T16:54:00Z,1900-01-23T16:54:00Z,First Class,BE-11335,Bill Eplett
2410,2411,CA-2015-162684,2015-01-07T10:00:00Z,2015-06-07T10:00:00Z,Standard Class,AS-10630,Ann Steele
2411,2412,CA-2016-142041,2016-07-05T10:00:00Z,2016-09-05T10:00:00Z,Second Class,EM-13810,Eleni McCrary
2412,2413,CA-2015-151295,2015-12-10T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,JA-15970,Joseph Airdo
2413,2414,CA-2015-151295,2015-12-10T10:00:00Z,1900-01-14T16:54:00Z,Standard Class,JA-15970,Joseph Airdo
2414,2415,CA-2017-156300,1900-01-27T16:54:00Z,2018-01-31T10:00:00Z,Standard Class,TB-21595,Troy Blackwell
2415,2416,CA-2016-146087,2016-06-06T10:00:00Z,2016-11-06T10:00:00Z,Standard Class,PP-18955,Paul Prost
2416,2417,CA-2018-168655,2018-12-09T10:00:00Z,1900-01-16T16:54:00Z,Standard Class,ML-18040,Michelle Lonsdale
2417,2418,CA-2018-168655,2018-12-09T10:00:00Z,1900-01-16T16:54:00Z,Standard Class,ML-18040,Michelle Lonsdale
2418,2419,CA-2017-107202,1900-01-19T16:54:00Z,1900-01-26T16:54:00Z,Standard Class,LC-16930,Linda Cazamias
2419,2420,CA-2018-159597,2018-09-10T10:00:00Z,1900-01-12T16:54:00Z,Standard Class,MC-17590,Matt Collister
2420,2421,CA-2018-159597,2018-09-10T10:00:00Z,1900-01-12T16:54:00Z,Standard Class,MC-17590,Matt Collister
2421,2422,CA-2017-155551,1900-01-16T16:54:00Z,1900-01-21T16:54:00Z,Standard Class,CR-12580,Clay Rozendal
2422,2423,CA-2017-155551,1900-01-16T16:54:00Z,1900-01-21T16:54:00Z,Standard Class,CR-12580,Clay Rozendal
2423,2424,US-2018-147669,1900-01-23T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,SV-20935,Susan Vittorini
2424,2425,US-2018-147669,1900-01-23T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,SV-20935,Susan Vittorini
2425,2426,US-2018-147669,1900-01-23T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,SV-20935,Susan Vittorini
2426,2427,US-2018-147669,1900-01-23T16:54:00Z,1900-01-28T16:54:00Z,Standard Class,SV-20935,Susan Vittorini
2427,2428,CA-2017-169922,2017-11-05T10:00:00Z,1900-01-15T16:54:00Z,Standard Class,MZ-17515,Mary Zewe
2428,2429,CA-2017-169922,2017-11-05T10:00:00Z,1900-01-15T16:54:00Z,Standard Class,MZ-17515,Mary Zewe
2429,2430,CA-2017-169922,2017-11-05T10:00:00Z,1900-01-15T16:54:00Z,Standard Class,MZ-17515,Mary Zewe
2430,2431,CA-2018-100748,1900-01-11T16:54:00Z,1900-01-18T16:54:00Z,Standard Class,RB-19795,Ross Baird
2431,2432,CA-2018-129805,1900-01-26T16:54:00Z,2019-01-31T10:00:00Z,Standard Class,HM-14860,Harry Marie
2432,2433,CA-2015-148586,1900-01-23T16:54:00Z,2015-01-03T10:00:00Z,Standard Class,AZ-10750,Annie Zypern
2433,2434,US-2018-112613,1900-01-26T16:54:00Z,2018-01-05T10:00:00Z,Standard Class,JH-15910,Jonathan Howell
2434,2435,CA-2016-154746,1900-01-12T16:54:00Z,1900-01-15T16:54:00Z,First Class,PJ-18835,Patrick Jones
2435,2436,CA-2016-154746,1900-01-12T16:54:00Z,1900-01-15T16:54:00Z,First Class,PJ-18835,Patrick Jones
2436,2437,CA-2018-140053,2018-03-06T10:00:00Z,2018-10-06T10:00:00Z,Standard Class,CA-12265,Christina Anderson
2437,2438,CA-2015-164210,1900-01-16T16:54:00Z,1900-01-18T16:54:00Z,Second Class,PW-19240,Pierre Wener
2438,2439,CA-2015-164210,1900-01-16T16:54:00Z,1900-01-18T16:54:00Z,Second Class,PW-19240,Pierre Wener
2439,2440,CA-2018-139948,1900-01-15T16:54:00Z,1900-01-20T16:54:00Z,Standard Class,SW-20455,Shaun Weien
2440,2441,CA-2017-146934,1900-01-20T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,AF-10870,Art Ferguson
2441,2442,CA-2017-146934,1900-01-20T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,AF-10870,Art Ferguson
2442,2443,CA-2017-146934,1900-01-20T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,AF-10870,Art Ferguson
2443,2444,CA-2017-146934,1900-01-20T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,AF-10870,Art Ferguson
2444,2445,CA-2017-146934,1900-01-20T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,AF-10870,Art Ferguson
2445,2446,CA-2017-146934,1900-01-20T16:54:00Z,1900-01-25T16:54:00Z,Standard Class,AF-10870,Art Ferguson
2446,2447,CA-2016-100573,1900-01-23T16:54:00Z,2016-01-09T10:00:00Z,Standard Class,AM-10705,Anne McFarland
2447,2448,CA-2017-119165,1900-01-29T16:54:00Z,2017-06-10T10:00:00Z,Standard Class,BD-11320,Bill Donatelli
2448,2449,CA-2016-128027,1900-01-12T16:54:00Z,1900-01-15T16:54:00Z,Second Class,CM-12385,Christopher Martinez
2449,2450,CA-2017-140207,2017-05-10T10:00:00Z,2017-10-10T10:00:00Z,Standard Class,CS-12400,Christopher Schild
2450,2451,CA-2018-140949,1900-01-15T16:54:00Z,1900-01-20T16:54:00Z,Second Class,DB-13405,Denny Blanton
2451,2452,CA-2018-140949,1900-01-15T16:54:00Z,1900-01-20T16:54:00Z,Second Class,DB-13405,Denny Blanton
2452,2453,CA-2018-140949,1900-01-15T16:54:00Z,1900-01-20T16:54:00Z,Second Class,DB-13405,Denny Blanton
2453,2454,CA-2018-140949,1900-01-15T16:54:00Z,1900-01-20T16:54:00Z,Second Class,DB-13405,Denny Blanton
2454,2455,CA-2018-140949,1900-01-15T16:54:00Z,1900-01-20T16:54:00Z,Second Class,DB-13405,Denny Blanton
2455,2456,CA-2018-140949,1900-01-15T16:54:00Z,1900-01-20T16:54:00Z,Second Class,DB-13405,Denny Blanton
2456,2457,CA-2018-140949,1900-01-15T16:54:00Z,1900-01-20T16:54:00Z,Second Class,DB-13405,Denny Blanton
2457,2458,CA-2018-140949,1900-01-15T16:54:00Z,1900-01-20T16:54:00Z,Second Class,DB-13405,Denny Blanton
2458,2459,CA-2018-140949,1900-01-15T16:54:00Z,1900-01-20T16:54:00Z,Second Class,DB-13405,Denny Blanton
2459,2460,CA-2018-138548,1900-01-13T16:54:00Z,1900-01-19T16:54:00Z,Standard Class,JG-15160,James Galang
2460,2461,CA-2016-142419,2016-11-06T10:00:00Z,1900-01-11T16:54:00Z,Second Class,SC-20380,Shahid Collister
2461,2462,CA-2016-142419,2016-11-06T10:00:00Z,1900-01-11T16:54:00Z,Second Class,SC-20380,Shahid Collister
2462,2463,CA-2018-148691,2018-03-11T10:00:00Z,2018-09-11T10:00:00Z,Standard Class,CS-12460,Chuck Sachs
2463,2464,CA-2018-148691,2018-03-11T10:00:00Z,2018-09-11T10:00:00Z,Standard Class,CS-12460,Chuck Sachs
2464,2465,CA-2018-148691,2018-03-11T10:00:00Z,2018-09-11T10:00:00Z,Standard Class,CS-12460,Chuck Sachs
2465,2466,CA-2018-148691,2018-03-11T10:00:00Z,2018-09-11T10:00:00Z,Standard Class,CS-12460,Chuck Sachs
2466,2467,CA-2018-128755,2018-04-04T10:00:00Z,2018-08-04T10:00:00Z,Standard Class,MK-18160,Mike Kennedy
2467,2468,CA-2018-128755,2018-04-04T10:00:00Z,2018-08-04T10:00:00Z,Standard Class,MK-18160,Mike Kennedy
2468,2469,CA-2018-128755,2018-04-04T10:00:00Z,2018-08-04T10:00:00Z,Standard Class,MK-18160,Mike Kennedy
2469,2470,CA-2018-128755,2018-04-04T10:00:00Z,2018-08-04T10:00:00Z,Standard Class,MK-18160,Mike Kennedy
2470,2471,US-2017-135923,1900-01-20T16:54:00Z,1900-01-26T16:54:00Z,Standard Class,CM-11935,Carlos Meador
2471,2472,US-2017-135923,1900-01-20T16:54:00Z,1900-01-26T16:54:00Z,Standard Class,CM-11935,Carlos Meador
2472,2473,US-2017-135923,1900-01-20T16:54:00Z,1900-01-26T16:54:00Z,Standard Class,CM-11935,Carlos Meador
2473,2474,CA-2017-114972,2017-03-10T10:00:00Z,2017-06-10T10:00:00Z,First Class,PF-19225,Phillip Flathmann
2474,2475,CA-2017-114972,2017-03-10T10:00:00Z,2017-06-10T10:00:00Z,First Class,PF-19225,Phillip Flathmann
2475,2476,CA-2017-114972,2017-03-10T10:00:00Z,2017-06-10T10:00:00Z,First Class,PF-19225,Phillip Flathmann
2476,2477,CA-2017-114972,2017-03-10T10:00:00Z,2017-06-10T10:00:00Z,First Class,PF-19225,Phillip Flathmann
2477,2478,CA-2018-102750,2018-04-08T10:00:00Z,2018-08-08T10:00:00Z,Second Class,GM-14695,Greg Maxwell
2478,2479,CA-2015-145212,1900-01-11T16:54:00Z,1900-01-17T16:54:00Z,Standard Class,DC-12850,Dan Campbell
2479,2480,CA-2018-141992,1900-01-17T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,FO-14305,Frank Olsen
2480,2481,CA-2018-141992,1900-01-17T16:54:00Z,1900-01-23T16:54:00Z,Standard Class,FO-14305,Frank Olsen
2481,2482,CA-2018-147956,1900-01-22T16:54:00Z,1900-01-29T16:54:00Z,Standard Class,AH-10210,Alan Hwang
2482,2483,CA-2018-126067,1900-01-26T16:54:00Z,2018-03-08T10:00:00Z,Standard Class,KN-16705,Kristina Nunn
2483,2484,CA-2018-126067,1900-01-26T16:54:00Z,2018-03-08T10:00:00Z,Standard Class,KN-16705,Kristina Nunn
2484,2485,CA-2018-126067,1900-01-26T16:54:00Z,2018-03-08T10:00:00Z,Standard Class,KN-16705,Kristina Nunn
2485,2486,CA-2018-126067,1900-01-26T16:54:00Z,2018-03-08T10:00:00Z,Standard Class,KN-16705,Kristina Nunn
2486,2487,CA-2016-104514,2016-01-31T10:00:00Z,2016-03-31T10:00:00Z,Second Class,CB-12535,Claudia Bergmann
2487,2488,CA-2016-104514,2016-01-31T10:00:00Z,2016-03-31T10:00:00Z,Second Class,CB-12535,Claudia Bergmann
2488,2489,CA-2016-104514,2016-01-31T10:00:00Z,2016-03-31T10:00:00Z,Second Class,CB-12535,Claudia Bergmann
2489,2490,CA-2016-141040,2016-09-09T10:00:00Z,1900-01-11T16:54:00Z,Second Class,TB-21250,Tim Brockman
2490,2491,CA-2016-141040,2016-09-09T10:00:00Z,1900-01-11T16:54:00Z,Second Class,TB-21250,Tim Brockman
2491,2492,CA-2015-113579,1900-01-11T16:54:00Z,1900-01-13T16:54:00Z,Second Class,KD-16345,Katherine Ducich
2492,2493,CA-2015-144624,1900-01-17T16:54:00Z,1900-01-21T16:54:00Z,Standard Class,JM-15865,John Murray
2493,2494,CA-2017-146206,2017-10-08T10:00:00Z,1900-01-12T16:54:00Z,Second Class,KT-16480,Kean Thornton
2494,2495,CA-2017-146206,2017-10-08T10:00:00Z,1900-01-12T16:54:00Z,Second Class,KT-16480,Kean Thornton
2495,2496,CA-2015-136644,1900-01-14T16:54:00Z,1900-01-20T16:54:00Z,Standard Class,SC-20575,Sonia Cooley
2496,2497,CA-2016-122371,1900-01-24T16:54:00Z,2016-01-09T10:00:00Z,Standard Class,BS-11800,Bryan Spruell
2497,2498,CA-2016-122371,1900-01-24T16:54:00Z,2016-01-09T10:00:00Z,Standard Class,BS-11800,Bryan Spruell
2498,2499,CA-2017-126935,1900-01-17T16:54:00Z,1900-01-22T16:54:00Z,Standard Class,BT-11395,Bill Tyler
2499,2500,US-2018-133781,1900-01-20T16:54:00Z,1900-01-21T16:54:00Z,First Class,DC-12850,Dan Campbell
2500,2501,CA-2018-131618,1900-01-15T16:54:00Z,1900-01-18T16:54:00Z,First Class,LS-17200,Luke Schmidt
2501,2502,CA-2018-131618,1900-01-15T16:54:00Z,1900-01-18T16:54:00Z,First Class,LS-17200,Luke Schmidt
2502,2503,CA-2018-131618,1900-01-15T16:54:00Z,1900-01-18T16:54:00Z,First Class,LS-17200,Luke Schmidt
2503,2504,CA-2017-149482,1900-01-12T16:54:00Z,1900-01-17T16:54:00Z,Standard Class,RR-19315,Ralph Ritter
2504,2505,CA-2015-143917,1900-01-23T16:54:00Z,1900-01-25T16:54:00Z,Second Class,KL-16645,Ken Lonsdale
2505,2506,CA-2015-143917,1900-01-23T16:54:00Z,1900-01-25T16:54:00Z,Second Class,KL-16645,Ken Lonsdale
2506,2507,CA-2015-143917,1900-01-23T16:54:00Z,1900-01-25T16:54:00Z,Second Class,KL-16645,Ken Lonsdale
2507,2508,CA-2016-120397,2016-02-06T10:00:00Z,2016-02-06T10:00:00Z,Same Day,RB-19435,Richard Bierner
2508,2509,CA-2018-163902,2018-02-02T10:00:00Z,2018-08-02T10:00:00Z,Standard Class,MY-17380,Maribeth Yedwab
2509,2510,CA-2018-163902,2018-02-02T10:00:00Z,2018-08-02T10:00:00Z,Standard Class,MY-17380,Maribeth Yedwab
2510,2511,CA-2017-136812,1900-01-16T16:54:00Z,1900-01-21T16:54:00Z,Standard Class,AW-10930,Arthur Wiediger
2511,2512,CA-2016-102722,1900-01-16T16:54:00Z,1900-01-17T16:54:00Z,First Class,KW-16570,Kelly Williams
2512,2513,CA-2018-155089,2018-02-11T10:00:00Z,2018-06-11T10:00:00Z,Standard Class,DB-12910,Daniel Byrd
2513,2514,CA-2017-124506,2017-11-10T10:00:00Z,1900-01-15T16:54:00Z,Standard Class,BB-11545,Brenda Bowman
2514,2515,CA-2017-124506,2017-11-10T10:00:00Z,1900-01-15T16:54:00Z,Standard Class,BB-11545,Brenda Bowman
2515,2516,CA-2015-106572,2015-05-08T10:00:00Z,2015-10-08T10:00:00Z,Standard Class,NP-18700,Nora Preis
2516,2517,CA-2015-128888,1900-01-13T16:54:00Z,1900-01-20T16:54:00Z,Standard Class,PB-19105,Peter Bühler
2517,2518,CA-2018-123134,2018-02-04T10:00:00Z,2018-07-04T10:00:00Z,Standard Class,DW-13585,Dorothy Wardle
